Code,Country,Year,Income,AgeAMI,IncomeAMI,RecordsAMI,SexAMI,YearAMI,Age_AAI,Records_AAI,Sex_AAI,Year_AAI,Year_AMC,Team_AMC,NOC_AMC,Age_AMC,Sex_AMC,Records_AMC,Income_AMC,Year_AAC,Team_AAC,NOC_AAC,Age_AAC,Sex_AAC,Records_AAC,Income_AAC,Income_AAI
,,,,,,,,,,,,,2004,Denmark,DEN,22,F,1,H,1992,France,FRA,23,M,24,H,
,,,,,,,,,,,,,2004,Denmark,DEN,22,M,1,H,1992,France,FRA,24,F,13,H,
,,,,,,,,,,,,,2004,Denmark,DEN,23,F,3,H,1992,France,FRA,24,M,23,H,
,,,,,,,,,,,,,2004,Denmark,DEN,24,F,2,H,1992,France,FRA,25,F,7,H,
,,,,,,,,,,,,,2004,Denmark,DEN,24,M,1,H,1992,France,FRA,25,M,28,H,
,,,,,,,,,,,,,2004,Denmark,DEN,25,M,1,H,1992,France,FRA,26,F,6,H,
,,,,,,,,,,,,,2004,Denmark,DEN,26,F,4,H,1992,France,FRA,26,M,28,H,
,,,,,,,,,,,,,2004,Denmark,DEN,27,M,1,H,1992,France,FRA,27,F,10,H,
,,,,,,,,,,,,,2004,Denmark,DEN,28,F,4,H,1992,France,FRA,27,M,22,H,
,,,,,,,,,,,,,2004,Denmark,DEN,28,M,1,H,1992,France,FRA,28,F,7,H,
,,,,,,,,,,,,,2004,Denmark,DEN,29,F,3,H,1992,France,FRA,28,M,31,H,
,,,,,,,,,,,,,2004,Denmark,DEN,31,F,1,H,1992,France,FRA,29,F,9,H,
,,,,,,,,,,,,,2004,Denmark,DEN,31,M,2,H,1992,France,FRA,29,M,10,H,
,,,,,,,,,,,,,2004,Denmark,DEN,32,M,1,H,1992,France,FRA,30,F,4,H,
,,,,,,,,,,,,,2004,Denmark,DEN,36,F,1,H,1992,France,FRA,30,M,18,H,
,,,,,,,,,,,,,2004,Denmark-2,DEN,27,F,1,H,1992,France,FRA,31,F,1,H,
,,,,,,,,,,,,,2004,Denmark-2,DEN,34,M,1,H,1992,France,FRA,31,M,10,H,
,,,,,,,,,,,,,2004,Dominican Republic,DOM,26,M,1,LM,1992,France,FRA,32,F,1,H,
,,,,,,,,,,,,,2004,Egypt,EGY,22,M,1,LM,1992,France,FRA,32,M,8,H,
,,,,,,,,,,,,,2004,Egypt,EGY,24,M,1,LM,1992,France,FRA,33,F,5,H,
,,,,,,,,,,,,,2004,Egypt,EGY,28,M,1,LM,1992,France,FRA,33,M,6,H,
,,,,,,,,,,,,,2004,Egypt,EGY,29,M,1,LM,1992,France,FRA,34,M,2,H,
,,,,,,,,,,,,,2004,Egypt,EGY,31,M,1,LM,1992,France,FRA,35,F,2,H,
,,,,,,,,,,,,,2004,Eritrea,ERI,22,M,1,L,1992,France,FRA,35,M,8,H,
,,,,,,,,,,,,,2004,Estonia,EST,31,M,1,UM,1992,France,FRA,36,F,1,H,
,,,,,,,,,,,,,2004,Estonia,EST,33,M,1,UM,1992,France,FRA,36,M,10,H,
,,,,,,,,,,,,,2004,Estonia,EST,38,M,1,UM,1992,France,FRA,37,F,3,H,
,,,,,,,,,,,,,2004,Ethiopia,ETH,19,F,1,L,1992,France,FRA,37,M,1,H,
,,,,,,,,,,,,,2004,Ethiopia,ETH,20,F,1,L,1992,France,FRA,39,M,1,H,
,,,,,,,,,,,,,2004,Ethiopia,ETH,21,M,1,L,1992,France,FRA,40,M,4,H,
,,,,,,,,,,,,,2004,Ethiopia,ETH,22,F,1,L,1992,France,FRA,41,M,3,H,
,,,,,,,,,,,,,2004,Ethiopia,ETH,22,M,2,L,1992,France,FRA,42,M,1,H,
,,,,,,,,,,,,,2004,Ethiopia,ETH,32,F,1,L,1992,France,FRA,43,M,2,H,
,,,,,,,,,,,,,2004,Finland,FIN,28,M,1,H,1992,France,FRA,44,M,2,H,
,,,,,,,,,,,,,2004,Finland,FIN,30,M,1,H,1992,France,FRA,46,F,2,H,
,,,,,,,,,,,,,2004,France,FRA,16,F,1,H,1992,France,FRA,46,M,1,H,
,,,,,,,,,,,,,2004,France,FRA,17,F,3,H,1992,France,FRA,47,F,2,H,
,,,,,,,,,,,,,2004,France,FRA,19,F,1,H,1992,France-1,FRA,22,M,3,H,
,,,,,,,,,,,,,2004,France,FRA,22,F,1,H,1992,France-1,FRA,23,M,1,H,
,,,,,,,,,,,,,2004,France,FRA,22,M,2,H,1992,France-2,FRA,23,M,2,H,
,,,,,,,,,,,,,2004,France,FRA,23,F,3,H,1992,France-2,FRA,26,M,1,H,
,,,,,,,,,,,,,2004,France,FRA,23,M,3,H,1992,France-2,FRA,27,M,1,H,
,,,,,,,,,,,,,2004,France,FRA,24,F,1,H,1992,France-3,FRA,20,M,1,H,
,,,,,,,,,,,,,2004,France,FRA,24,M,4,H,1992,France-3,FRA,28,M,1,H,
,,,,,,,,,,,,,2004,France,FRA,25,F,3,H,1992,Gabon,GAB,21,M,1,UM,
,,,,,,,,,,,,,2004,France,FRA,25,M,1,H,1992,Gabon,GAB,23,F,1,UM,
,,,,,,,,,,,,,2004,France,FRA,26,F,2,H,1992,Gabon,GAB,23,M,1,UM,
,,,,,,,,,,,,,2004,France,FRA,26,M,6,H,1992,Gabon,GAB,25,M,1,UM,
,,,,,,,,,,,,,2004,France,FRA,27,F,1,H,1992,Gabon,GAB,27,M,1,UM,
,,,,,,,,,,,,,2004,France,FRA,27,M,2,H,1992,Germany,GER,14,F,6,H,
,,,,,,,,,,,,,2004,France,FRA,28,F,1,H,1992,Germany,GER,15,F,10,H,
,,,,,,,,,,,,,2004,France,FRA,28,M,1,H,1992,Germany,GER,16,F,24,H,
,,,,,,,,,,,,,2004,France,FRA,29,M,1,H,1992,Germany,GER,17,F,12,H,
,,,,,,,,,,,,,2004,France,FRA,30,F,2,H,1992,Germany,GER,18,F,9,H,
,,,,,,,,,,,,,2004,France,FRA,30,M,2,H,1992,Germany,GER,18,M,1,H,
,,,,,,,,,,,,,2004,France,FRA,31,M,4,H,1992,Germany,GER,19,F,6,H,
,,,,,,,,,,,,,2004,France,FRA,32,F,2,H,1992,Germany,GER,19,M,14,H,
,,,,,,,,,,,,,2004,France,FRA,32,M,2,H,1992,Germany,GER,20,F,8,H,
,,,,,,,,,,,,,2004,France,FRA,33,F,1,H,1992,Germany,GER,20,M,15,H,
,,,,,,,,,,,,,2004,France,FRA,36,M,1,H,1992,Germany,GER,21,F,13,H,
,,,,,,,,,,,,,2004,France,FRA,44,M,1,H,1992,Germany,GER,21,M,11,H,
,,,,,,,,,,,,,2004,France,FRA,50,M,1,H,1992,Germany,GER,22,F,18,H,
,,,,,,,,,,,,,2004,Georgia,GEO,20,M,1,LM,1992,Germany,GER,22,M,46,H,
,,,,,,,,,,,,,2004,Georgia,GEO,23,M,1,LM,1992,Germany,GER,23,F,27,H,
,,,,,,,,,,,,,2004,Georgia,GEO,28,M,1,LM,1992,Germany,GER,23,M,27,H,
,,,,,,,,,,,,,2004,Georgia,GEO,29,M,1,LM,1992,Germany,GER,24,F,31,H,
,,,,,,,,,,,,,2004,Germany,GER,16,F,1,H,1992,Germany,GER,24,M,71,H,
,,,,,,,,,,,,,2004,Germany,GER,19,F,2,H,1992,Germany,GER,25,F,31,H,
,,,,,,,,,,,,,2004,Germany,GER,19,M,2,H,1992,Germany,GER,25,M,26,H,
,,,,,,,,,,,,,2004,Germany,GER,21,F,7,H,1992,Germany,GER,26,F,10,H,
,,,,,,,,,,,,,2004,Germany,GER,21,M,2,H,1992,Germany,GER,26,M,28,H,
,,,,,,,,,,,,,2004,Germany,GER,22,F,4,H,1992,Germany,GER,27,F,12,H,
,,,,,,,,,,,,,2004,Germany,GER,22,M,5,H,1992,Germany,GER,27,M,51,H,
,,,,,,,,,,,,,2004,Germany,GER,23,F,3,H,1992,Germany,GER,28,F,9,H,
,,,,,,,,,,,,,2004,Germany,GER,23,M,6,H,1992,Germany,GER,28,M,20,H,
,,,,,,,,,,,,,2004,Germany,GER,24,F,7,H,1992,Germany,GER,29,F,8,H,
,,,,,,,,,,,,,2004,Germany,GER,24,M,2,H,1992,Germany,GER,29,M,20,H,
,,,,,,,,,,,,,2004,Germany,GER,25,F,9,H,1992,Germany,GER,30,F,6,H,
,,,,,,,,,,,,,2004,Germany,GER,25,M,5,H,1992,Germany,GER,30,M,22,H,
,,,,,,,,,,,,,2004,Germany,GER,26,F,9,H,1992,Germany,GER,31,F,3,H,
,,,,,,,,,,,,,2004,Germany,GER,26,M,6,H,1992,Germany,GER,31,M,10,H,
,,,,,,,,,,,,,2004,Germany,GER,27,F,4,H,1992,Germany,GER,32,F,4,H,
,,,,,,,,,,,,,2004,Germany,GER,27,M,7,H,1992,Germany,GER,32,M,12,H,
,,,,,,,,,,,,,2004,Germany,GER,28,F,6,H,1992,Germany,GER,33,M,7,H,
,,,,,,,,,,,,,2004,Germany,GER,28,M,9,H,1992,Germany,GER,34,M,3,H,
,,,,,,,,,,,,,2004,Germany,GER,29,F,4,H,1992,Germany,GER,35,M,5,H,
,,,,,,,,,,,,,2004,Germany,GER,29,M,8,H,1992,Germany,GER,36,M,2,H,
,,,,,,,,,,,,,2004,Germany,GER,30,F,5,H,1992,Germany,GER,37,M,1,H,
,,,,,,,,,,,,,2004,Germany,GER,30,M,1,H,1992,Germany,GER,38,M,2,H,
,,,,,,,,,,,,,2004,Germany,GER,31,F,3,H,1992,Germany,GER,39,M,1,H,
,,,,,,,,,,,,,2004,Germany,GER,31,M,4,H,1992,Germany,GER,44,M,1,H,
,,,,,,,,,,,,,2004,Germany,GER,32,F,4,H,1992,Germany,GER,49,M,2,H,
,,,,,,,,,,,,,2004,Germany,GER,32,M,4,H,1992,Germany,GER,52,M,2,H,
,,,,,,,,,,,,,2004,Germany,GER,33,M,2,H,1992,Germany-1,GER,26,M,1,H,
,,,,,,,,,,,,,2004,Germany,GER,34,F,1,H,1992,Germany-1,GER,30,M,1,H,
,,,,,,,,,,,,,2004,Germany,GER,34,M,4,H,1992,Germany-2,GER,28,M,1,H,
,,,,,,,,,,,,,2004,Germany,GER,35,M,1,H,1992,Germany-2,GER,29,M,1,H,
,,,,,,,,,,,,,2004,Germany,GER,36,M,1,H,1992,Germany-3,GER,23,M,1,H,
,,,,,,,,,,,,,2004,Germany,GER,42,F,3,H,1992,Germany-3,GER,26,M,1,H,
,,,,,,,,,,,,,2004,Germany,GER,42,M,1,H,1992,Ghana,GHA,15,M,1,L,
,,,,,,,,,,,,,2004,Germany,GER,44,M,1,H,1992,Ghana,GHA,17,M,6,L,
,,,,,,,,,,,,,2004,Germany,GER,45,M,2,H,1992,Ghana,GHA,18,M,4,L,
,,,,,,,,,,,,,2004,Germany,GER,46,F,2,H,1992,Ghana,GHA,19,M,6,L,
,,,,,,,,,,,,,2004,Germany-1,GER,22,M,1,H,1992,Ghana,GHA,20,M,2,L,
,,,,,,,,,,,,,2004,Germany-1,GER,23,M,1,H,1992,Ghana,GHA,21,M,2,L,
,,,,,,,,,,,,,2004,Great Britain,GBR,17,M,1,H,1992,Ghana,GHA,22,M,3,L,
,,,,,,,,,,,,,2004,Great Britain,GBR,19,M,1,H,1992,Ghana,GHA,23,F,2,L,
,,,,,,,,,,,,,2004,Great Britain,GBR,21,M,1,H,1992,Ghana,GHA,23,M,2,L,
,,,,,,,,,,,,,2004,Great Britain,GBR,23,F,2,H,1992,Ghana,GHA,24,M,3,L,
,,,,,,,,,,,,,2004,Great Britain,GBR,23,M,3,H,1992,Ghana,GHA,25,M,4,L,
,,,,,,,,,,,,,2004,Great Britain,GBR,24,F,3,H,1992,Ghana,GHA,26,M,2,L,
,,,,,,,,,,,,,2004,Great Britain,GBR,24,M,3,H,1992,Ghana,GHA,27,M,1,L,
,,,,,,,,,,,,,2004,Great Britain,GBR,25,M,1,H,1992,Ghana,GHA,28,F,2,L,
,,,,,,,,,,,,,2004,Great Britain,GBR,26,F,1,H,1992,Ghana,GHA,32,M,1,L,
,,,,,,,,,,,,,2004,Great Britain,GBR,26,M,3,H,1992,Great Britain,GBR,15,F,7,H,
,,,,,,,,,,,,,2004,Great Britain,GBR,27,F,2,H,1992,Great Britain,GBR,16,F,1,H,
,,,,,,,,,,,,,2004,Great Britain,GBR,27,M,3,H,1992,Great Britain,GBR,17,F,8,H,
,,,,,,,,,,,,,2004,Great Britain,GBR,28,F,1,H,1992,Great Britain,GBR,17,M,5,H,
,,,,,,,,,,,,,2004,Great Britain,GBR,28,M,4,H,1992,Great Britain,GBR,18,F,3,H,
,,,,,,,,,,,,,2004,Great Britain,GBR,29,F,1,H,1992,Great Britain,GBR,18,M,2,H,
,,,,,,,,,,,,,2004,Great Britain,GBR,29,M,2,H,1992,Great Britain,GBR,19,F,8,H,
,,,,,,,,,,,,,2004,Great Britain,GBR,30,F,2,H,1992,Great Britain,GBR,19,M,8,H,
,,,,,,,,,,,,,2004,Great Britain,GBR,30,M,3,H,1992,Great Britain,GBR,20,F,13,H,
,,,,,,,,,,,,,2004,Great Britain,GBR,31,M,3,H,1992,Great Britain,GBR,20,M,10,H,
,,,,,,,,,,,,,2004,Great Britain,GBR,32,F,2,H,1992,Great Britain,GBR,21,F,6,H,
,,,,,,,,,,,,,2004,Great Britain,GBR,32,M,1,H,1992,Great Britain,GBR,21,M,14,H,
,,,,,,,,,,,,,2004,Great Britain,GBR,33,F,1,H,1992,Great Britain,GBR,22,F,9,H,
,,,,,,,,,,,,,2004,Great Britain,GBR,33,M,1,H,1992,Great Britain,GBR,22,M,28,H,
,,,,,,,,,,,,,2004,Great Britain,GBR,34,F,2,H,1992,Great Britain,GBR,23,F,10,H,
,,,,,,,,,,,,,2004,Great Britain,GBR,35,F,2,H,1992,Great Britain,GBR,23,M,24,H,
,,,,,,,,,,,,,2004,Great Britain,GBR,35,M,2,H,1992,Great Britain,GBR,24,F,10,H,
,,,,,,,,,,,,,2004,Great Britain,GBR,36,F,1,H,1992,Great Britain,GBR,24,M,45,H,
,,,,,,,,,,,,,2004,Great Britain,GBR,39,M,2,H,1992,Great Britain,GBR,25,F,23,H,
,,,,,,,,,,,,,2004,Great Britain,GBR,43,F,1,H,1992,Great Britain,GBR,25,M,28,H,
,,,,,,,,,,,,,2004,Great Britain-1,GBR,27,F,1,H,1992,Great Britain,GBR,26,F,15,H,
,,,,,,,,,,,,,2004,Great Britain-1,GBR,27,M,1,H,1992,Great Britain,GBR,26,M,17,H,
,,,,,,,,,,,,,2004,Greece,GRE,17,M,1,H,1992,Great Britain,GBR,27,F,21,H,
,,,,,,,,,,,,,2004,Greece,GRE,20,F,1,H,1992,Great Britain,GBR,27,M,20,H,
,,,,,,,,,,,,,2004,Greece,GRE,21,F,1,H,1992,Great Britain,GBR,28,F,10,H,
,,,,,,,,,,,,,2004,Greece,GRE,22,F,1,H,1992,Great Britain,GBR,28,M,30,H,
,,,,,,,,,,,,,2004,Greece,GRE,22,M,1,H,1992,Great Britain,GBR,29,F,12,H,
,,,,,,,,,,,,,2004,Greece,GRE,24,F,2,H,1992,Great Britain,GBR,29,M,7,H,
,,,,,,,,,,,,,2004,Greece,GRE,24,M,1,H,1992,Great Britain,GBR,30,F,5,H,
,,,,,,,,,,,,,2004,Greece,GRE,25,F,1,H,1992,Great Britain,GBR,30,M,13,H,
,,,,,,,,,,,,,2004,Greece,GRE,26,F,4,H,1992,Great Britain,GBR,31,F,8,H,
,,,,,,,,,,,,,2004,Greece,GRE,27,F,2,H,1992,Great Britain,GBR,31,M,19,H,
,,,,,,,,,,,,,2004,Greece,GRE,27,M,2,H,1992,Great Britain,GBR,32,F,5,H,
,,,,,,,,,,,,,2004,Greece,GRE,28,F,1,H,1992,Great Britain,GBR,32,M,11,H,
,,,,,,,,,,,,,2004,Greece,GRE,28,M,2,H,1992,Great Britain,GBR,33,F,2,H,
,,,,,,,,,,,,,2004,Greece,GRE,29,F,2,H,1992,Great Britain,GBR,33,M,7,H,
,,,,,,,,,,,,,2004,Greece,GRE,29,M,1,H,1992,Great Britain,GBR,34,F,1,H,
,,,,,,,,,,,,,2004,Greece,GRE,30,F,3,H,1992,Great Britain,GBR,34,M,5,H,
,,,,,,,,,,,,,2004,Greece,GRE,31,F,2,H,1992,Great Britain,GBR,35,M,4,H,
,,,,,,,,,,,,,2004,Greece,GRE,32,F,1,H,1992,Great Britain,GBR,36,F,4,H,
,,,,,,,,,,,,,2004,Greece,GRE,32,M,1,H,1992,Great Britain,GBR,36,M,5,H,
,,,,,,,,,,,,,2004,Greece,GRE,35,M,1,H,1992,Great Britain,GBR,37,M,5,H,
,,,,,,,,,,,,,2004,Hong Kong-2,HKG,28,M,1,H,1992,Great Britain,GBR,38,M,5,H,
,,,,,,,,,,,,,2004,Hong Kong-2,HKG,29,M,1,H,1992,Great Britain,GBR,40,F,1,H,
,,,,,,,,,,,,,2004,Hungary,HUN,15,M,1,UM,1992,Great Britain,GBR,40,M,1,H,
,,,,,,,,,,,,,2004,Hungary,HUN,18,M,1,UM,1992,Great Britain,GBR,41,M,2,H,
,,,,,,,,,,,,,2004,Hungary,HUN,21,M,1,UM,1992,Great Britain,GBR,48,M,2,H,
,,,,,,,,,,,,,2004,Hungary,HUN,22,F,2,UM,1992,Great Britain-1,GBR,22,M,1,H,
,,,,,,,,,,,,,2004,Hungary,HUN,23,F,1,UM,1992,Great Britain-1,GBR,23,M,1,H,
,,,,,,,,,,,,,2004,Hungary,HUN,24,F,1,UM,1992,Great Britain-1,GBR,24,F,1,H,
,,,,,,,,,,,,,2004,Hungary,HUN,24,M,2,UM,1992,Great Britain-1,GBR,27,M,1,H,
,,,,,,,,,,,,,2004,Hungary,HUN,25,F,1,UM,1992,Great Britain-1,GBR,28,F,1,H,
,,,,,,,,,,,,,2004,Hungary,HUN,25,M,1,UM,1992,Great Britain-1,GBR,32,M,1,H,
,,,,,,,,,,,,,2004,Hungary,HUN,26,F,1,UM,1992,Great Britain-2,GBR,25,F,1,H,
,,,,,,,,,,,,,2004,Hungary,HUN,26,M,6,UM,1992,Great Britain-2,GBR,25,M,1,H,
,,,,,,,,,,,,,2004,Hungary,HUN,27,F,1,UM,1992,Great Britain-2,GBR,26,M,1,H,
,,,,,,,,,,,,,2004,Hungary,HUN,27,M,2,UM,1992,Great Britain-2,GBR,27,M,1,H,
,,,,,,,,,,,,,2004,Hungary,HUN,28,F,2,UM,1992,Great Britain-2,GBR,28,M,1,H,
,,,,,,,,,,,,,2004,Hungary,HUN,28,M,5,UM,1992,Great Britain-2,GBR,30,F,1,H,
,,,,,,,,,,,,,2004,Hungary,HUN,29,M,4,UM,1992,Greece,GRE,15,F,2,UM,
,,,,,,,,,,,,,2004,Hungary,HUN,30,M,1,UM,1992,Greece,GRE,17,F,1,UM,
,,,,,,,,,,,,,2004,Hungary,HUN,32,M,3,UM,1992,Greece,GRE,18,F,1,UM,
,,,,,,,,,,,,,2004,Hungary,HUN,33,F,1,UM,1992,Greece,GRE,19,F,3,UM,
,,,,,,,,,,,,,2004,Hungary,HUN,33,M,1,UM,1992,Greece,GRE,19,M,2,UM,
,,,,,,,,,,,,,2004,Hungary,HUN,34,M,1,UM,1992,Greece,GRE,20,M,4,UM,
,,,,,,,,,,,,,2004,Hungary,HUN,39,F,1,UM,1992,Greece,GRE,21,F,1,UM,
,,,,,,,,,,,,,2004,India,IND,34,M,1,L,1992,Greece,GRE,21,M,5,UM,
,,,,,,,,,,,,,2004,Indonesia,INA,20,M,1,LM,1992,Greece,GRE,22,M,4,UM,
,,,,,,,,,,,,,2004,Indonesia,INA,23,F,1,LM,1992,Greece,GRE,23,M,6,UM,
,,,,,,,,,,,,,2004,Indonesia,INA,23,M,1,LM,1992,Greece,GRE,24,F,2,UM,
,,,,,,,,,,,,,2004,Indonesia-1,INA,27,M,1,LM,1992,Greece,GRE,24,M,7,UM,
,,,,,,,,,,,,,2004,Indonesia-1,INA,30,M,1,LM,1992,Greece,GRE,25,F,1,UM,
,,,,,,,,,,,,,2004,Israel,ISR,27,M,1,H,1992,Greece,GRE,25,M,4,UM,
,,,,,,,,,,,,,2004,Israel,ISR,28,M,1,H,1992,Greece,GRE,26,F,2,UM,
,,,,,,,,,,,,,2004,Italy,ITA,16,F,3,H,1992,Greece,GRE,26,M,6,UM,
,,,,,,,,,,,,,2004,Italy,ITA,18,F,2,H,1992,Greece,GRE,27,F,1,UM,
,,,,,,,,,,,,,2004,Italy,ITA,19,F,3,H,1992,Greece,GRE,27,M,4,UM,
,,,,,,,,,,,,,2004,Italy,ITA,19,M,1,H,1992,Greece,GRE,28,M,3,UM,
,,,,,,,,,,,,,2004,Italy,ITA,20,M,2,H,1992,Greece,GRE,29,F,1,UM,
,,,,,,,,,,,,,2004,Italy,ITA,21,M,5,H,1992,Greece,GRE,29,M,4,UM,
,,,,,,,,,,,,,2004,Italy,ITA,22,M,6,H,1992,Greece,GRE,30,M,4,UM,
,,,,,,,,,,,,,2004,Italy,ITA,23,M,10,H,1992,Greece,GRE,32,M,1,UM,
,,,,,,,,,,,,,2004,Italy,ITA,24,M,5,H,1992,Greece,GRE,33,M,2,UM,
,,,,,,,,,,,,,2004,Italy,ITA,25,F,2,H,1992,Greece,GRE,34,M,3,UM,
,,,,,,,,,,,,,2004,Italy,ITA,25,M,9,H,1992,Greece,GRE,35,F,1,UM,
,,,,,,,,,,,,,2004,Italy,ITA,26,F,1,H,1992,Greece,GRE,36,M,1,UM,
,,,,,,,,,,,,,2004,Italy,ITA,26,M,5,H,1992,Grenada,GRN,18,M,1,LM,
,,,,,,,,,,,,,2004,Italy,ITA,27,F,1,H,1992,Grenada,GRN,20,F,1,LM,
,,,,,,,,,,,,,2004,Italy,ITA,27,M,4,H,1992,Grenada,GRN,20,M,2,LM,
,,,,,,,,,,,,,2004,Italy,ITA,28,F,3,H,1992,Grenada,GRN,27,M,1,LM,
,,,,,,,,,,,,,2004,Italy,ITA,28,M,8,H,1992,Guam,GUM,15,F,1,UM,
,,,,,,,,,,,,,2004,Italy,ITA,29,M,5,H,1992,Guam,GUM,16,F,2,UM,
,,,,,,,,,,,,,2004,Italy,ITA,30,F,2,H,1992,Guam,GUM,17,F,2,UM,
,,,,,,,,,,,,,2004,Italy,ITA,30,M,1,H,1992,Guam,GUM,17,M,3,UM,
,,,,,,,,,,,,,2004,Italy,ITA,31,F,1,H,1992,Guam,GUM,18,M,4,UM,
,,,,,,,,,,,,,2004,Italy,ITA,31,M,6,H,1992,Guam,GUM,19,M,4,UM,
,,,,,,,,,,,,,2004,Italy,ITA,32,F,2,H,1992,Guam,GUM,20,M,8,UM,
,,,,,,,,,,,,,2004,Italy,ITA,32,M,2,H,1992,Guam,GUM,23,M,2,UM,
,,,,,,,,,,,,,2004,Italy,ITA,33,F,1,H,1992,Guam,GUM,25,M,3,UM,
,,,,,,,,,,,,,2004,Italy,ITA,33,M,2,H,1992,Guam,GUM,28,M,4,UM,
,,,,,,,,,,,,,2004,Italy,ITA,34,F,4,H,1992,Guam,GUM,29,M,4,UM,
,,,,,,,,,,,,,2004,Italy,ITA,34,M,3,H,1992,Guam,GUM,30,F,1,UM,
,,,,,,,,,,,,,2004,Italy,ITA,35,M,1,H,1992,Guam,GUM,30,M,1,UM,
,,,,,,,,,,,,,2004,Italy,ITA,36,M,1,H,1992,Guam,GUM,31,M,1,UM,
,,,,,,,,,,,,,2004,Italy,ITA,37,M,1,H,1992,Guam,GUM,32,M,2,UM,
,,,,,,,,,,,,,2004,Italy,ITA,39,F,1,H,1992,Guam,GUM,39,F,2,UM,
,,,,,,,,,,,,,2004,Italy,ITA,44,M,1,H,1992,Guam,GUM,40,F,1,UM,
,,,,,,,,,,,,,2004,Jamaica,JAM,19,F,1,LM,1992,Guatemala,GUA,15,F,5,LM,
,,,,,,,,,,,,,2004,Jamaica,JAM,22,F,4,LM,1992,Guatemala,GUA,17,M,15,LM,
,,,,,,,,,,,,,2004,Jamaica,JAM,23,F,2,LM,1992,Guatemala,GUA,18,M,4,LM,
,,,,,,,,,,,,,2004,Jamaica,JAM,24,F,1,LM,1992,Guatemala,GUA,19,M,3,LM,
,,,,,,,,,,,,,2004,Jamaica,JAM,27,F,1,LM,1992,Guatemala,GUA,20,M,8,LM,
,,,,,,,,,,,,,2004,Jamaica,JAM,28,F,1,LM,1992,Guatemala,GUA,21,M,2,LM,
,,,,,,,,,,,,,2004,Jamaica,JAM,32,M,1,LM,1992,Guatemala,GUA,22,F,2,LM,
,,,,,,,,,,,,,2004,Jamaica,JAM,34,F,1,LM,1992,Guatemala,GUA,22,M,1,LM,
,,,,,,,,,,,,,2004,Jamaica,JAM,35,F,1,LM,1992,Guatemala,GUA,32,M,1,LM,
,,,,,,,,,,,,,2004,Japan,JPN,19,F,1,H,1992,Guinea,GUI,18,M,2,L,
,,,,,,,,,,,,,2004,Japan,JPN,19,M,2,H,1992,Guinea,GUI,23,F,1,L,
,,,,,,,,,,,,,2004,Japan,JPN,20,F,2,H,1992,Guinea,GUI,23,M,4,L,
,,,,,,,,,,,,,2004,Japan,JPN,21,F,2,H,1992,Guinea,GUI,30,M,1,L,
,,,,,,,,,,,,,2004,Japan,JPN,21,M,5,H,1992,Guinea,GUI,31,M,1,L,
,,,,,,,,,,,,,2004,Japan,JPN,22,F,8,H,1992,Guinea,GUI,38,M,1,L,
,,,,,,,,,,,,,2004,Japan,JPN,22,M,1,H,1992,Guyana,GUY,18,F,1,L,
,,,,,,,,,,,,,2004,Japan,JPN,23,F,6,H,1992,Guyana,GUY,21,M,2,L,
,,,,,,,,,,,,,2004,Japan,JPN,23,M,5,H,1992,Guyana,GUY,23,M,2,L,
,,,,,,,,,,,,,2004,Japan,JPN,24,F,3,H,1992,Guyana,GUY,34,M,2,L,
,,,,,,,,,,,,,2004,Japan,JPN,24,M,4,H,1992,Haiti,HAI,18,M,1,L,
,,,,,,,,,,,,,2004,Japan,JPN,25,F,3,H,1992,Haiti,HAI,23,M,1,L,
,,,,,,,,,,,,,2004,Japan,JPN,25,M,2,H,1992,Haiti,HAI,24,M,1,L,
,,,,,,,,,,,,,2004,Japan,JPN,26,F,3,H,1992,Haiti,HAI,30,M,2,L,
,,,,,,,,,,,,,2004,Japan,JPN,26,M,8,H,1992,Haiti,HAI,35,M,1,L,
,,,,,,,,,,,,,2004,Japan,JPN,27,F,3,H,1992,Haiti,HAI,37,M,1,L,
,,,,,,,,,,,,,2004,Japan,JPN,27,M,3,H,1992,Honduras,HON,18,M,3,L,
,,,,,,,,,,,,,2004,Japan,JPN,28,F,3,H,1992,Honduras,HON,19,F,6,L,
,,,,,,,,,,,,,2004,Japan,JPN,28,M,7,H,1992,Honduras,HON,20,F,6,L,
,,,,,,,,,,,,,2004,Japan,JPN,29,F,2,H,1992,Honduras,HON,20,M,1,L,
,,,,,,,,,,,,,2004,Japan,JPN,29,M,7,H,1992,Honduras,HON,21,M,5,L,
,,,,,,,,,,,,,2004,Japan,JPN,30,M,3,H,1992,Honduras,HON,24,M,1,L,
,,,,,,,,,,,,,2004,Japan,JPN,31,M,3,H,1992,Honduras,HON,26,M,2,L,
,,,,,,,,,,,,,2004,Japan,JPN,32,M,2,H,1992,Honduras,HON,27,M,2,L,
,,,,,,,,,,,,,2004,Japan,JPN,33,F,1,H,1992,Honduras,HON,36,F,1,L,
,,,,,,,,,,,,,2004,Japan,JPN,33,M,1,H,1992,Hong Kong,HKG,14,F,4,H,
,,,,,,,,,,,,,2004,Japan,JPN,34,F,1,H,1992,Hong Kong,HKG,17,M,8,H,
,,,,,,,,,,,,,2004,Japan,JPN,41,F,1,H,1992,Hong Kong,HKG,18,M,4,H,
,,,,,,,,,,,,,2004,Japan,JPN,41,M,1,H,1992,Hong Kong,HKG,19,M,8,H,
